"","Text","Types","Tokens","Sentences","Article","Date","Category","Trump","Clinton","Cruz","Sanders","Kasich","Sentiment"
"Bernie's Wisconsin ace-in-the-hole_2016-04-04_Politics.txt","Bernie's Wisconsin ace-in-the-hole_2016-04-04_Politics.txt",468,1057,39,"Bernie's Wisconsin ace-in-the-hole",2016-04-04,"Politics",0,1,0,1,0,36
"Bernies most nakedly political move yet  Sanders suspends Jewish director for outspoken criticism of Bibi Netanyahu _2016-4-15_News.txt","Bernies most nakedly political move yet  Sanders suspends Jewish director for outspoken criticism of Bibi Netanyahu _2016-4-15_News.txt",0,0,0,"Bernies most nakedly political move yet  Sanders suspends Jewish director for outspoken criticism of Bibi Netanyahu ",2016-04-15,"News",0,0,0,0,0,0
"Best Coast say Chris Brown is 'perpetuating rape culture'_2016-04-18_news.txt","Best Coast say Chris Brown is 'perpetuating rape culture'_2016-04-18_news.txt",145,269,12,"Best Coast say Chris Brown is 'perpetuating rape culture'",2016-04-18,"news",0,0,0,0,0,-17
"Beverley Knight webchat  post your questions now_2016-04-18_news.txt","Beverley Knight webchat  post your questions now_2016-04-18_news.txt",24,27,1,"Beverley Knight webchat  post your questions now",2016-04-18,"news",0,0,0,0,0,0
"Beyonc, Lady Gaga, Madonna and Kim Kardashian on the Met Gala red carpet  video _2016-5-03_News.txt","Beyonc, Lady Gaga, Madonna and Kim Kardashian on the Met Gala red carpet  video _2016-5-03_News.txt",50,62,4,"Beyonc, Lady Gaga, Madonna and Kim Kardashian on the Met Gala red carpet  video ",2016-05-03,"News",0,0,0,0,0,3
"Beyond Marriage_2016-03-21_News.txt","Beyond Marriage_2016-03-21_News.txt",536,1137,59,"Beyond Marriage",2016-03-21,"News",0,1,0,0,0,33
"Beyond Spicy Pie  The dining options keep improving at Coachella (and have a local look)_2016-04-17_news.txt","Beyond Spicy Pie  The dining options keep improving at Coachella (and have a local look)_2016-04-17_news.txt",98,129,9,"Beyond Spicy Pie  The dining options keep improving at Coachella (and have a local look)",2016-04-17,"news",0,0,0,0,0,7
"Bhagat Singh row  BJP attacks Shashi Tharoor_2016-03-21_News.txt","Bhagat Singh row  BJP attacks Shashi Tharoor_2016-03-21_News.txt",160,296,14,"Bhagat Singh row  BJP attacks Shashi Tharoor",2016-03-21,"News",0,0,0,0,0,-3
"Biblical clue  Were key texts written earlier than previously thought _2016-04-12_News.txt","Biblical clue  Were key texts written earlier than previously thought _2016-04-12_News.txt",304,643,32,"Biblical clue  Were key texts written earlier than previously thought ",2016-04-12,"News",0,0,0,0,0,-7
"Big Bird and Thomas the Tank Engine travel the tricky tracks to global expansion_2016-04-13_News.txt","Big Bird and Thomas the Tank Engine travel the tricky tracks to global expansion_2016-04-13_News.txt",0,0,0,"Big Bird and Thomas the Tank Engine travel the tricky tracks to global expansion",2016-04-13,"News",0,0,0,0,0,0
"Bill Murray Cant Believe Xavier Lost on a Buzzer-Beater_2016-03-21_News.txt","Bill Murray Cant Believe Xavier Lost on a Buzzer-Beater_2016-03-21_News.txt",160,259,15,"Bill Murray Cant Believe Xavier Lost on a Buzzer-Beater",2016-03-21,"News",0,0,0,0,0,-8
"Bill Murray Stunned as Sons Team Xavier Loses at Buzzer_2016-03-21_News.txt","Bill Murray Stunned as Sons Team Xavier Loses at Buzzer_2016-03-21_News.txt",108,160,13,"Bill Murray Stunned as Sons Team Xavier Loses at Buzzer",2016-03-21,"News",0,0,0,0,0,-4
"Bill Murray Was Sadness Personified After Wisconsin Won On Sunday_2016-03-21_News.txt","Bill Murray Was Sadness Personified After Wisconsin Won On Sunday_2016-03-21_News.txt",73,92,6,"Bill Murray Was Sadness Personified After Wisconsin Won On Sunday",2016-03-21,"News",0,0,0,0,0,10
"Billions  Billions Season 1 Episode 8  Bobby the Profiteer_2016-03-21_News.txt","Billions  Billions Season 1 Episode 8  Bobby the Profiteer_2016-03-21_News.txt",493,989,44,"Billions  Billions Season 1 Episode 8  Bobby the Profiteer",2016-03-21,"News",0,0,0,0,0,-28
"Birmingham woman convicted of toddler's murder _2016-5-03_News.txt","Birmingham woman convicted of toddler's murder _2016-5-03_News.txt",225,404,17,"Birmingham woman convicted of toddler's murder ",2016-05-03,"News",0,0,0,0,0,-50
"BITE FEAR  Zika Survivor Could Feel Skin Shrinking..._2016-04-13_News.txt","BITE FEAR  Zika Survivor Could Feel Skin Shrinking..._2016-04-13_News.txt",142,234,15,"BITE FEAR  Zika Survivor Could Feel Skin Shrinking...",2016-04-13,"News",0,0,0,0,0,-9
"Bites from other Blogs_2016-03-16_Cooking.txt","Bites from other Blogs_2016-03-16_Cooking.txt",206,400,20,"Bites from other Blogs",2016-03-16,"Cooking",0,0,0,0,0,29
"Black bears of Ohio return to natural habitat _2016-2-23_News.txt","Black bears of Ohio return to natural habitat _2016-2-23_News.txt",477,1135,63,"Black bears of Ohio return to natural habitat ",2016-02-23,"News",0,0,0,0,0,26
"Black bears of Ohio return to natural habitat_2016-02-23_news.txt","Black bears of Ohio return to natural habitat_2016-02-23_news.txt",477,1135,63,"Black bears of Ohio return to natural habitat",2016-02-23,"news",0,0,0,0,0,26
"Blackout Blackmail  New Report Casts Doubt On Utilitys Claims_2016-04-12_politics.txt","Blackout Blackmail  New Report Casts Doubt On Utilitys Claims_2016-04-12_politics.txt",332,711,32,"Blackout Blackmail  New Report Casts Doubt On Utilitys Claims",2016-04-12,"politics",0,0,0,0,0,-8
"Blink twice if you need help, Heidi Cruz _2016-4-15_News.txt","Blink twice if you need help, Heidi Cruz _2016-4-15_News.txt",0,0,0,"Blink twice if you need help, Heidi Cruz ",2016-04-15,"News",0,0,0,0,0,0
"Bliss Bites Healthy No Bake Cookies_2016-03-20_Cooking.txt","Bliss Bites Healthy No Bake Cookies_2016-03-20_Cooking.txt",476,1120,68,"Bliss Bites Healthy No Bake Cookies",2016-03-20,"Cooking",0,0,0,0,0,40
"Bloomberg Launches Joint Venture in India to Deliver Business News - Variety_2016-04-12_News.txt","Bloomberg Launches Joint Venture in India to Deliver Business News - Variety_2016-04-12_News.txt",324,692,33,"Bloomberg Launches Joint Venture in India to Deliver Business News - Variety",2016-04-12,"News",0,0,0,0,0,20
"Blowouts were everywhere on Sunday in the NBA playoffs_2016-04-18_news.txt","Blowouts were everywhere on Sunday in the NBA playoffs_2016-04-18_news.txt",156,286,11,"Blowouts were everywhere on Sunday in the NBA playoffs",2016-04-18,"news",0,0,0,0,0,8
"Blueberry Baked Oatmeal_2016-03-16_Cooking.txt","Blueberry Baked Oatmeal_2016-03-16_Cooking.txt",442,966,79,"Blueberry Baked Oatmeal",2016-03-16,"Cooking",0,0,0,0,0,42
"Blues defeat Blackhawks, 3-2, to take 2-1 lead in first-round series_2016-04-17_news.txt","Blues defeat Blackhawks, 3-2, to take 2-1 lead in first-round series_2016-04-17_news.txt",242,437,21,"Blues defeat Blackhawks, 3-2, to take 2-1 lead in first-round series",2016-04-17,"news",0,0,0,0,0,8
"Boaty McBoatface  Man sorry for ship name suggestion_2016-03-21_News.txt","Boaty McBoatface  Man sorry for ship name suggestion_2016-03-21_News.txt",200,298,19,"Boaty McBoatface  Man sorry for ship name suggestion",2016-03-21,"News",0,0,0,0,0,0
"Boaty McBoatface may not be name of new polar research vessel_2016-04-18_news.txt","Boaty McBoatface may not be name of new polar research vessel_2016-04-18_news.txt",444,979,48,"Boaty McBoatface may not be name of new polar research vessel",2016-04-18,"news",0,0,0,0,0,9
"Boaty McBoatface name may be overruled_2016-03-21_News.txt","Boaty McBoatface name may be overruled_2016-03-21_News.txt",280,532,34,"Boaty McBoatface name may be overruled",2016-03-21,"News",0,0,0,0,0,4
"Boaty McBoatface tops poll of name for polar research vessel_2016-04-17_news.txt","Boaty McBoatface tops poll of name for polar research vessel_2016-04-17_news.txt",95,127,7,"Boaty McBoatface tops poll of name for polar research vessel",2016-04-17,"news",0,0,0,0,0,18
"Bob Woodward, Washington Outsider _2016-04-12_News.txt","Bob Woodward, Washington Outsider _2016-04-12_News.txt",636,2019,161,"Bob Woodward, Washington Outsider ",2016-04-12,"News",1,0,0,0,0,28
"Bodies in ice may be missing climber, cameraman missing 16 years _2016-5-02_News.txt","Bodies in ice may be missing climber, cameraman missing 16 years _2016-5-02_News.txt",102,164,10,"Bodies in ice may be missing climber, cameraman missing 16 years ",2016-05-02,"News",0,0,0,0,0,-2
"Body found in Scottish Highlands during search for missing man _2016-5-03_News.txt","Body found in Scottish Highlands during search for missing man _2016-5-03_News.txt",80,122,7,"Body found in Scottish Highlands during search for missing man ",2016-05-03,"News",0,0,0,0,0,0
"Bolivian voters nix  Morales plan for 4th term _2016-2-24_News.txt","Bolivian voters nix  Morales plan for 4th term _2016-2-24_News.txt",226,395,19,"Bolivian voters nix  Morales plan for 4th term ",2016-02-24,"News",0,0,0,0,0,-10
"Bolivian voters nix  Morales plan for 4th term_2016-02-24_news.txt","Bolivian voters nix  Morales plan for 4th term_2016-02-24_news.txt",226,395,19,"Bolivian voters nix  Morales plan for 4th term",2016-02-24,"news",0,0,0,0,0,-10
"Bond Report  Treasurys snap 5-session rally but yields projected to stay low_2016-03-21_News.txt","Bond Report  Treasurys snap 5-session rally but yields projected to stay low_2016-03-21_News.txt",252,452,19,"Bond Report  Treasurys snap 5-session rally but yields projected to stay low",2016-03-21,"News",0,0,0,0,0,3
"Bono  send Amy Schumer and Chris Rock to fight Islamic State_2016-04-13_News.txt","Bono  send Amy Schumer and Chris Rock to fight Islamic State_2016-04-13_News.txt",175,275,18,"Bono  send Amy Schumer and Chris Rock to fight Islamic State",2016-04-13,"News",0,0,0,0,0,-3
"Bookslut's founder on shuttering the website, why contemporary American publishing is  repulsive  _2016-5-03_News.txt","Bookslut's founder on shuttering the website, why contemporary American publishing is  repulsive  _2016-5-03_News.txt",281,471,28,"Bookslut's founder on shuttering the website, why contemporary American publishing is  repulsive  ",2016-05-03,"News",0,0,0,0,0,3
"BOOM  Beverly Hills Mansion Hits Market for $150M..._2016-04-13_News.txt","BOOM  Beverly Hills Mansion Hits Market for $150M..._2016-04-13_News.txt",153,220,10,"BOOM  Beverly Hills Mansion Hits Market for $150M...",2016-04-13,"News",0,0,0,0,0,1
"Bore-out  like burnout, but less interesting _2016-5-03_News.txt","Bore-out  like burnout, but less interesting _2016-5-03_News.txt",217,362,42,"Bore-out  like burnout, but less interesting ",2016-05-03,"News",0,0,0,0,0,2
"Boris Becker critical of Andy Murrays comments on doping in tennis_2016-04-18_news.txt","Boris Becker critical of Andy Murrays comments on doping in tennis_2016-04-18_news.txt",182,304,18,"Boris Becker critical of Andy Murrays comments on doping in tennis",2016-04-18,"news",0,0,0,0,0,2
"Boss axed at controversy-hit Valeant_2016-03-21_News.txt","Boss axed at controversy-hit Valeant_2016-03-21_News.txt",336,711,36,"Boss axed at controversy-hit Valeant",2016-03-21,"News",0,0,0,0,0,-8
"Boston Bombing Day 1  The Stunning Stop the Killers Made After the Attack - ABC News_2016-04-18_news.txt","Boston Bombing Day 1  The Stunning Stop the Killers Made After the Attack - ABC News_2016-04-18_news.txt",0,0,0,"Boston Bombing Day 1  The Stunning Stop the Killers Made After the Attack - ABC News",2016-04-18,"news",0,0,0,0,0,0
"Bottling water in drought-hit California _2016-5-02_News.txt","Bottling water in drought-hit California _2016-5-02_News.txt",413,1044,57,"Bottling water in drought-hit California ",2016-05-02,"News",0,0,0,0,0,-3
"BP will ignore the anger at Bob Dudleys 14m pay package at its peril   Stefan Stern_2016-04-18_news.txt","BP will ignore the anger at Bob Dudleys 14m pay package at its peril   Stefan Stern_2016-04-18_news.txt",0,0,0,"BP will ignore the anger at Bob Dudleys 14m pay package at its peril   Stefan Stern",2016-04-18,"news",0,0,0,0,0,0
"Branden Grace seeking bigger things after RBC Heritage title_2016-04-18_news.txt","Branden Grace seeking bigger things after RBC Heritage title_2016-04-18_news.txt",324,688,40,"Branden Grace seeking bigger things after RBC Heritage title",2016-04-18,"news",0,0,0,0,0,36
"Branson  Time to End 'Failed' War on Drugs_2016-04-12_politics.txt","Branson  Time to End 'Failed' War on Drugs_2016-04-12_politics.txt",35,37,4,"Branson  Time to End 'Failed' War on Drugs",2016-04-12,"politics",1,0,0,0,0,-5
"Brazil blocks WhatsApp _2016-5-02_News.txt","Brazil blocks WhatsApp _2016-5-02_News.txt",75,99,6,"Brazil blocks WhatsApp ",2016-05-02,"News",0,0,0,0,0,0
"Brazil credit risk slips as lower house votes for Rousseff ouster_2016-04-18_news.txt","Brazil credit risk slips as lower house votes for Rousseff ouster_2016-04-18_news.txt",129,182,7,"Brazil credit risk slips as lower house votes for Rousseff ouster",2016-04-18,"news",0,0,0,0,0,-1
"Brazil just shut down WhatsApp for roughly 100 million peopleagain _2016-5-02_News.txt","Brazil just shut down WhatsApp for roughly 100 million peopleagain _2016-5-02_News.txt",179,272,10,"Brazil just shut down WhatsApp for roughly 100 million peopleagain ",2016-05-02,"News",0,0,0,0,0,-6
"Brazil lawmakers give green light to Rousseff impeachment trial_2016-04-18_news.txt","Brazil lawmakers give green light to Rousseff impeachment trial_2016-04-18_news.txt",356,696,35,"Brazil lawmakers give green light to Rousseff impeachment trial",2016-04-18,"news",0,0,0,0,0,-10
"Brazil Lower House Okays Impeaching President, Sending Vote to Senate_2016-04-18_news.txt","Brazil Lower House Okays Impeaching President, Sending Vote to Senate_2016-04-18_news.txt",523,1048,49,"Brazil Lower House Okays Impeaching President, Sending Vote to Senate",2016-04-18,"news",0,0,0,0,0,-50
"Brazil markets set to rally after Congress backs impeachment_2016-04-18_news.txt","Brazil markets set to rally after Congress backs impeachment_2016-04-18_news.txt",370,634,27,"Brazil markets set to rally after Congress backs impeachment",2016-04-18,"news",0,0,0,0,0,9
"Brazil prosecutor asks for probe of opposition leader Neves _2016-5-02_News 2.txt","Brazil prosecutor asks for probe of opposition leader Neves _2016-5-02_News 2.txt",206,352,17,"Brazil prosecutor asks for probe of opposition leader Neves ",2016-05-02,"News 2",0,0,0,0,0,-15
"Brazil prosecutor asks for probe of opposition leader Neves _2016-5-02_News.txt","Brazil prosecutor asks for probe of opposition leader Neves _2016-5-02_News.txt",207,353,16,"Brazil prosecutor asks for probe of opposition leader Neves ",2016-05-02,"News",0,0,0,0,0,-15
"Brazil's government says confident Senate will dismiss impeachment_2016-04-18_news.txt","Brazil's government says confident Senate will dismiss impeachment_2016-04-18_news.txt",57,73,3,"Brazil's government says confident Senate will dismiss impeachment",2016-04-18,"news",0,0,0,0,0,5
"Brazil's lower house of Congress votes to impeach President Dilma Rousseff - Washington Post_2016-04-18_news.txt","Brazil's lower house of Congress votes to impeach President Dilma Rousseff - Washington Post_2016-04-18_news.txt",607,1408,72,"Brazil's lower house of Congress votes to impeach President Dilma Rousseff - Washington Post",2016-04-18,"news",0,0,0,0,0,-26
"Brazil's Rousseff loses crucial impeachment vote in Congress_2016-04-18_news.txt","Brazil's Rousseff loses crucial impeachment vote in Congress_2016-04-18_news.txt",536,1063,42,"Brazil's Rousseff loses crucial impeachment vote in Congress",2016-04-18,"news",0,0,0,0,0,-31
"Brazilian Bread Blowout_2016-02-23_Cooking.txt","Brazilian Bread Blowout_2016-02-23_Cooking.txt",428,721,45,"Brazilian Bread Blowout",2016-02-23,"Cooking",0,0,0,0,0,23
"Brazilian congress votes to impeach president Dilma Rousseff_2016-04-18_news.txt","Brazilian congress votes to impeach president Dilma Rousseff_2016-04-18_news.txt",543,1157,60,"Brazilian congress votes to impeach president Dilma Rousseff",2016-04-18,"news",0,0,0,0,0,-20
"Brazilian president Dilma Rousseff just lost a crucial impeachment vote in congress_2016-04-18_news.txt","Brazilian president Dilma Rousseff just lost a crucial impeachment vote in congress_2016-04-18_news.txt",248,426,18,"Brazilian president Dilma Rousseff just lost a crucial impeachment vote in congress",2016-04-18,"news",0,0,0,0,0,-16
"Breakfast wars  when the hipster diner comes to town_2016-04-18_news.txt","Breakfast wars  when the hipster diner comes to town_2016-04-18_news.txt",439,803,36,"Breakfast wars  when the hipster diner comes to town",2016-04-18,"news",0,0,0,0,0,28
"Breaking Down Barriers in Sexual and Reproductive Health Reporting in Africa _2016-4-15_News.txt","Breaking Down Barriers in Sexual and Reproductive Health Reporting in Africa _2016-4-15_News.txt",0,0,0,"Breaking Down Barriers in Sexual and Reproductive Health Reporting in Africa ",2016-04-15,"News",0,0,0,0,0,0
"Breaking Down Barriers in Sexual and Reproductive Health Reporting in Africa_2016-04-15_news.txt","Breaking Down Barriers in Sexual and Reproductive Health Reporting in Africa_2016-04-15_news.txt",0,0,0,"Breaking Down Barriers in Sexual and Reproductive Health Reporting in Africa",2016-04-15,"news",0,0,0,0,0,0
